"","date","ko_diff","sub_diff"
"2836","10/3/2015",1,0
"2839","10/3/2015",-1,0
"2840","10/3/2015",3,0
"2841","9/26/2015",-3,1
"2842","9/26/2015",2,-1
"2843","9/26/2015",2,0
"2844","9/26/2015",-1,0
"2845","9/26/2015",1,1
"2846","9/26/2015",-1,0
"2850","9/5/2015",-3,3
"2851","9/5/2015",4,-6
"2852","9/5/2015",5,0
"2854","9/5/2015",1,-1
"2855","9/5/2015",4,0
"2856","9/5/2015",1,0
"2859","9/5/2015",2,1
"2861","8/23/2015",4,-5
"2862","8/23/2015",1,-3
"2863","8/23/2015",1,-1
"2864","8/23/2015",1,2
"2865","8/23/2015",-1,2
"2866","8/23/2015",0,-1
"2867","8/23/2015",-1,0
"2868","8/23/2015",1,0
"2869","8/23/2015",0,1
"2870","8/23/2015",-1,0
"2871","8/23/2015",0,-1
"2873","8/8/2015",-2,1
"2874","8/8/2015",-3,3
"2875","8/8/2015",-2,1
"2877","8/8/2015",2,0
"2878","8/8/2015",0,2
"2879","8/8/2015",2,0
"2880","8/8/2015",0,1
"2886","8/1/2015",1,3
"2887","8/1/2015",4,0
"2890","8/1/2015",3,2
"2891","8/1/2015",-2,0
"2893","8/1/2015",-2,5
"2895","8/1/2015",0,1
"2896","8/1/2015",2,-2
"2897","8/1/2015",-1,0
"2898","8/1/2015",-1,0
"2899","7/25/2015",2,-2
"2900","7/25/2015",-1,0
"2901","7/25/2015",4,0
"2902","7/25/2015",1,7
"2903","7/25/2015",-1,2
"2904","7/25/2015",0,6
"2905","7/25/2015",1,1
"2906","7/25/2015",-2,4
"2907","7/25/2015",-2,1
"2908","7/25/2015",-2,0
"2910","7/25/2015",0,1
"2911","7/18/2015",7,-4
"2912","7/18/2015",-3,1
"2913","7/18/2015",1,0
"2915","7/18/2015",1,0
"2916","7/18/2015",1,0
"2918","7/18/2015",1,1
"2921","7/18/2015",-1,0
"2922","7/18/2015",1,0
"2923","7/15/2015",1,8
"2924","7/15/2015",1,3
"2925","7/15/2015",0,-1
"2926","7/15/2015",-1,2
"2927","7/15/2015",0,-1
"2928","7/15/2015",1,0
"2929","7/15/2015",3,-1
"2930","7/15/2015",0,1
"2931","7/15/2015",0,2
"2932","7/15/2015",0,1
"2933","7/15/2015",0,-1
"2934","7/15/2015",-1,0
"2935","7/12/2015",-2,-1
"2940","7/12/2015",-1,0
"2941","7/12/2015",0,-1
"2942","7/12/2015",0,-1
"2943","7/12/2015",0,-4
"2944","7/12/2015",1,0
"2946","7/11/2015",-1,0
"2947","7/11/2015",2,-1
"2948","7/11/2015",4,-2
"2949","7/11/2015",-2,3
"2950","7/11/2015",0,-1
"2951","7/11/2015",7,0
"2952","7/11/2015",-4,-2
"2953","7/11/2015",2,-1
"2954","7/11/2015",1,-1
"2955","7/11/2015",1,0
"2956","7/11/2015",-1,0
"2957","6/27/2015",-2,-1
"2959","6/27/2015",-1,0
"2960","6/27/2015",2,0
"2962","6/27/2015",0,1
"2963","6/27/2015",0,1
"2966","6/20/2015",1,0
"2967","6/20/2015",-3,-1
"2970","6/20/2015",1,0
"2971","6/20/2015",1,0
"2973","6/20/2015",0,-1
"2975","6/20/2015",0,-2
"2976","6/20/2015",0,-1
"2977","6/13/2015",-5,1
"2979","6/13/2015",-4,-1
"2980","6/13/2015",0,-1
"2983","6/13/2015",1,-1
"2985","6/13/2015",1,1
"2986","6/13/2015",-1,1
"2987","6/13/2015",0,1
"2988","6/6/2015",-2,0
"2989","6/6/2015",-5,0
"2990","6/6/2015",3,1
"2991","6/6/2015",-1,-4
"2993","6/6/2015",2,-2
"2994","6/6/2015",2,0
"2997","6/6/2015",2,-1
"2998","6/6/2015",0,-1
"3000","5/30/2015",-4,-1
"3001","5/30/2015",-1,5
"3002","5/30/2015",-1,0
"3003","5/30/2015",-2,0
"3004","5/30/2015",0,2
"3008","5/30/2015",-2,-1
"3011","5/23/2015",-7,1
"3012","5/23/2015",-8,0
"3013","5/23/2015",1,4
"3014","5/23/2015",2,1
"3015","5/23/2015",2,-2
"3016","5/23/2015",4,0
"3017","5/23/2015",2,-1
"3018","5/23/2015",-2,1
"3019","5/23/2015",-3,-1
"3021","5/23/2015",1,-1
"3022","5/16/2015",3,-4
"3023","5/16/2015",-2,1
"3024","5/16/2015",3,-1
"3025","5/16/2015",-1,1
"3034","5/9/2015",-1,0
"3035","5/9/2015",1,0
"3036","5/9/2015",-1,-3
"3037","5/9/2015",0,-1
"3038","5/9/2015",1,0
"3039","5/9/2015",2,2
"3040","5/9/2015",2,-1
"3042","5/9/2015",-2,1
"3044","5/9/2015",-1,0
"3046","4/25/2015",-1,2
"3047","4/25/2015",1,0
"3048","4/25/2015",7,-2
"3049","4/25/2015",2,0
"3051","4/25/2015",0,-1
"3053","4/25/2015",-1,0
"3054","4/25/2015",0,1
"3055","4/25/2015",-1,0
"3057","4/25/2015",0,-1
"3058","4/18/2015",-5,1
"3059","4/18/2015",0,1
"3060","4/18/2015",0,1
"3061","4/18/2015",1,-1
"3062","4/18/2015",-2,-3
"3063","4/18/2015",2,1
"3066","4/18/2015",1,0
"3068","4/18/2015",-1,0
"3069","4/11/2015",-4,-3
"3070","4/11/2015",2,0
"3073","4/11/2015",-1,-2
"3075","4/11/2015",0,2
"3076","4/11/2015",0,1
"3081","4/4/2015",2,-2
"3082","4/4/2015",3,-1
"3083","4/4/2015",0,2
"3084","4/4/2015",1,0
"3085","4/4/2015",-1,4
"3086","4/4/2015",1,2
"3087","4/4/2015",1,0
"3088","4/4/2015",-1,0
"3091","3/21/2015",1,6
"3092","3/21/2015",-4,0
"3094","3/21/2015",2,0
"3095","3/21/2015",0,1
"3096","3/21/2015",0,1
"3097","3/21/2015",1,1
"3098","3/21/2015",1,-1
"3102","3/14/2015",1,0
"3103","3/14/2015",0,-1
"3104","3/14/2015",-4,-1
"3105","3/14/2015",-5,0
"3106","3/14/2015",-1,0
"3107","3/14/2015",3,0
"3108","3/14/2015",1,0
"3109","3/14/2015",-3,2
"3114","2/28/2015",0,2
"3115","2/28/2015",0,-1
"3116","2/28/2015",-1,-3
"3117","2/28/2015",1,0
"3118","2/28/2015",2,-2
"3119","2/28/2015",-3,0
"3120","2/28/2015",1,0
"3121","2/28/2015",2,0
"3122","2/28/2015",-1,-1
"3124","2/22/2015",1,8
"3125","2/22/2015",-2,0
"3126","2/22/2015",1,-1
"3127","2/22/2015",-1,1
"3128","2/22/2015",-2,0
"3129","2/22/2015",1,-1
"3130","2/22/2015",0,-1
"3133","2/22/2015",-1,0
"3135","2/14/2015",-2,1
"3136","2/14/2015",3,-6
"3137","2/14/2015",2,-1
"3138","2/14/2015",0,1
"3140","2/14/2015",0,1
"3141","2/14/2015",1,0
"3142","2/14/2015",0,1
"3145","1/31/2015",4,-2
"3146","1/31/2015",-1,-7
"3147","1/31/2015",-2,3
"3148","1/31/2015",5,1
"3149","1/31/2015",-1,0
"3150","1/31/2015",-2,-3
"3151","1/31/2015",4,0
"3152","1/31/2015",-1,1
"3153","1/31/2015",0,1
"3154","1/31/2015",1,0
"3155","1/24/2015",3,-2
"3156","1/24/2015",-2,1
"3157","1/24/2015",3,-2
"3158","1/24/2015",2,0
"3159","1/24/2015",2,-1
"3160","1/24/2015",0,2
"3162","1/24/2015",1,0
"3163","1/24/2015",1,0
"3166","1/24/2015",-1,0
"3167","1/18/2015",0,-2
"3168","1/18/2015",4,3
"3169","1/18/2015",1,0
"3170","1/18/2015",0,4
"3171","1/18/2015",0,1
"3172","1/18/2015",-2,0
"3173","1/18/2015",0,1
"3174","1/18/2015",0,1
"3175","1/18/2015",0,1
"3179","1/3/2015",3,4
"3180","1/3/2015",2,3
"3181","1/3/2015",-3,-3
"3182","1/3/2015",2,-1
"3183","1/3/2015",-2,0
"3184","1/3/2015",-1,0
"3185","1/3/2015",4,0
"3186","1/3/2015",2,0
"3187","1/3/2015",1,0
"3189","12/20/2014",3,-1
"3190","12/20/2014",2,-1
"3191","12/20/2014",1,0
"3192","12/20/2014",0,-1
"3193","12/20/2014",2,2
"3194","12/20/2014",0,1
"3195","12/20/2014",-1,-1
"3197","12/20/2014",-2,0
"3199","12/20/2014",1,0
"3201","12/13/2014",5,0
"3202","12/13/2014",1,-6
"3203","12/13/2014",-3,-4
"3204","12/13/2014",0,-4
"3206","12/13/2014",1,2
"3207","12/13/2014",0,1
"3208","12/13/2014",-1,-1
"3211","12/13/2014",0,-2
"3214","12/12/2014",-5,6
"3215","12/12/2014",-2,1
"3224","12/6/2014",2,1
"3225","12/6/2014",2,0
"3226","12/6/2014",1,0
"3227","12/6/2014",0,1
"3228","12/6/2014",-2,5
"3230","12/6/2014",1,0
"3233","12/6/2014",-1,0
"3234","11/22/2014",-1,1
"3235","11/22/2014",4,-1
"3236","11/22/2014",-1,-1
"3237","11/22/2014",0,1
"3238","11/22/2014",2,1
"3239","11/22/2014",2,3
"3241","11/22/2014",-1,-1
"3242","11/22/2014",0,1
"3243","11/22/2014",-5,-2
"3246","11/15/2014",-1,1
"3247","11/15/2014",-5,1
"3248","11/15/2014",1,-1
"3253","11/15/2014",-1,0
"3257","11/8/2014",-4,1
"3258","11/8/2014",-1,1
"3263","11/8/2014",1,1
"3266","11/8/2014",1,0
"3267","11/7/2014",-8,1
"3268","11/7/2014",-3,0
"3269","11/7/2014",-1,0
"3270","11/7/2014",3,0
"3272","11/7/2014",2,2
"3273","11/7/2014",-2,0
"3275","11/7/2014",-1,0
"3278","10/25/2014",-2,0
"3279","10/25/2014",-2,1
"3280","10/25/2014",1,0
"3281","10/25/2014",0,-1
"3282","10/25/2014",-1,1
"3283","10/25/2014",1,0
"3285","10/25/2014",-1,-1
"3288","10/25/2014",0,-1
"3289","10/4/2014",2,1
"3290","10/4/2014",1,-3
"3291","10/4/2014",-1,0
"3292","10/4/2014",1,0
"3294","10/4/2014",0,2
"3295","10/4/2014",2,0
"3297","10/4/2014",-1,0
"3298","10/4/2014",0,-1
"3299","10/4/2014",1,0
"3300","10/4/2014",2,-1
"3301","10/4/2014",3,1
"3302","10/4/2014",-1,-1
"3303","10/4/2014",0,-1
"3304","10/4/2014",0,2
"3305","10/4/2014",0,1
"3306","10/4/2014",3,2
"3307","10/4/2014",0,1
"3308","10/4/2014",0,-1
"3311","9/27/2014",0,1
"3312","9/27/2014",4,4
"3313","9/27/2014",0,-3
"3314","9/27/2014",2,0
"3315","9/27/2014",-1,0
"3316","9/27/2014",-1,0
"3317","9/27/2014",-1,0
"3318","9/27/2014",1,0
"3319","9/27/2014",-1,0
"3320","9/27/2014",-1,0
"3321","9/27/2014",-1,2
"3322","9/20/2014",-4,0
"3323","9/20/2014",-1,1
"3324","9/20/2014",-1,-1
"3326","9/20/2014",0,1
"3327","9/20/2014",1,0
"3328","9/20/2014",0,-2
"3329","9/20/2014",-2,0
"3330","9/20/2014",2,0
"3331","9/20/2014",0,1
"3333","9/20/2014",-1,0
"3334","9/13/2014",5,2
"3335","9/13/2014",1,2
"3336","9/13/2014",-1,1
"3338","9/13/2014",2,-1
"3340","9/13/2014",1,0
"3342","9/13/2014",1,2
"3343","9/13/2014",-1,-1
"3344","9/13/2014",-2,1
"3345","9/5/2014",1,0
"3346","9/5/2014",1,0
"3347","9/5/2014",4,0
"3348","9/5/2014",2,4
"3349","9/5/2014",0,1
"3350","9/5/2014",0,-1
"3351","9/5/2014",-1,0
"3352","9/5/2014",1,0
"3353","9/5/2014",0,1
"3354","8/30/2014",3,1
"3355","8/30/2014",1,1
"3357","8/30/2014",-2,1
"3359","8/30/2014",0,1
"3362","8/23/2014",2,1
"3363","8/23/2014",-3,-2
"3364","8/23/2014",1,1
"3365","8/23/2014",2,1
"3366","8/23/2014",0,1
"3369","8/23/2014",0,1
"3371","8/23/2014",2,1
"3373","8/23/2014",7,0
"3379","8/23/2014",0,-2
"3380","8/23/2014",-1,0
"3383","8/16/2014",1,0
"3384","8/16/2014",2,0
"3385","8/16/2014",2,0
"3386","8/16/2014",-1,-2
"3387","8/16/2014",3,0
"3388","8/16/2014",-1,3
"3389","8/16/2014",0,1
"3390","8/16/2014",1,0
"3391","8/16/2014",1,0
"3393","7/26/2014",-4,-1
"3394","7/26/2014",4,0
"3395","7/26/2014",0,-3
"3396","7/26/2014",-1,1
"3397","7/26/2014",-3,1
"3399","7/26/2014",1,0
"3403","7/26/2014",-1,-1
"3404","7/19/2014",1,-2
"3405","7/19/2014",0,1
"3406","7/19/2014",-1,-1
"3408","7/19/2014",0,1
"3411","7/19/2014",0,-1
"3413","7/19/2014",0,-1
"3414","7/16/2014",1,-2
"3415","7/16/2014",2,-1
"3416","7/16/2014",2,1
"3418","7/16/2014",3,0
"3419","7/16/2014",0,1
"3420","7/16/2014",1,4
"3422","7/16/2014",-1,0
"3425","7/6/2014",-5,-3
"3428","7/6/2014",1,0
"3432","7/6/2014",0,1
"3435","7/5/2014",-2,1
"3436","7/5/2014",1,2
"3438","7/5/2014",0,1
"3439","7/5/2014",0,2
"3440","7/5/2014",0,1
"3441","7/5/2014",-1,-1
"3442","7/5/2014",-2,0
"3444","6/28/2014",-1,0
"3446","6/28/2014",-1,1
"3447","6/28/2014",2,1
"3448","6/28/2014",2,-1
"3451","6/28/2014",-2,0
"3455","6/28/2014",1,2
"3456","6/28/2014",-3,0
"3457","6/28/2014",0,5
"3458","6/28/2014",1,0
"3464","6/28/2014",1,0
"3465","6/14/2014",0,1
"3466","6/14/2014",-1,1
"3467","6/14/2014",2,1
"3468","6/14/2014",4,1
"3469","6/14/2014",-1,1
"3470","6/14/2014",0,-1
"3472","6/14/2014",-1,0
"3474","6/14/2014",0,-2
"3476","6/7/2014",-2,0
"3477","6/7/2014",2,0
"3478","6/7/2014",2,-1
"3479","6/7/2014",1,1
"3480","6/7/2014",-5,-1
"3481","6/7/2014",-2,2
"3482","6/7/2014",0,-1
"3484","6/7/2014",1,1
"3487","5/31/2014",1,0
"3490","5/31/2014",1,6
"3491","5/31/2014",0,-1
"3492","5/31/2014",0,-1
"3494","5/31/2014",-1,-1
"3499","5/31/2014",-4,0
"3500","5/31/2014",2,0
"3501","5/31/2014",-1,0
"3504","5/31/2014",0,1
"3505","5/31/2014",1,-1
"3509","5/24/2014",0,-1
"3510","5/24/2014",-1,0
"3511","5/24/2014",-1,0
"3512","5/24/2014",-1,0
"3513","5/24/2014",-1,0
"3514","5/24/2014",-1,1
"3515","5/24/2014",2,1
"3516","5/24/2014",0,1
"3518","5/24/2014",-1,0
"3519","5/24/2014",2,0
"3521","5/10/2014",6,-1
"3522","5/10/2014",2,0
"3524","5/10/2014",-1,0
"3525","5/10/2014",2,0
"3526","5/10/2014",1,0
"3527","5/10/2014",2,3
"3528","5/10/2014",1,0
"3529","5/10/2014",0,1
"3530","5/10/2014",-2,0
"3531","5/10/2014",1,-1
"3534","4/26/2014",2,3
"3535","4/26/2014",6,-3
"3536","4/26/2014",-2,0
"3537","4/26/2014",2,5
"3538","4/26/2014",1,0
"3539","4/26/2014",3,0
"3540","4/26/2014",2,0
"3542","4/26/2014",1,0
"3544","4/19/2014",-2,0
"3545","4/19/2014",-1,0
"3546","4/19/2014",-1,3
"3547","4/19/2014",2,0
"3548","4/19/2014",0,-1
"3549","4/19/2014",6,-1
"3550","4/19/2014",0,1
"3552","4/19/2014",0,1
"3553","4/19/2014",1,0
"3554","4/19/2014",1,0
"3557","4/16/2014",-7,0
"3558","4/16/2014",0,-2
"3561","4/16/2014",1,3
"3562","4/16/2014",-1,0
"3564","4/16/2014",1,0
"3565","4/16/2014",2,-2
"3566","4/16/2014",0,4
"3569","4/16/2014",0,2
"3570","4/11/2014",5,-2
"3571","4/11/2014",1,3
"3572","4/11/2014",-2,0
"3573","4/11/2014",1,-1
"3574","4/11/2014",-1,0
"3575","4/11/2014",0,3
"3577","3/23/2014",-5,0
"3578","3/23/2014",1,1
"3583","3/23/2014",-1,-1
"3584","3/23/2014",-1,1
"3587","3/15/2014",1,0
"3588","3/15/2014",-2,0
"3589","3/15/2014",-4,1
"3590","3/15/2014",2,0
"3592","3/15/2014",-2,0
"3594","3/15/2014",0,-1
"3595","3/15/2014",1,0
"3597","3/15/2014",1,0
"3598","3/15/2014",0,-1
"3599","3/15/2014",0,-3
"3600","3/8/2014",0,2
"3601","3/8/2014",-5,0
"3602","3/8/2014",1,1
"3603","3/8/2014",-1,1
"3604","3/8/2014",-1,-1
"3605","3/8/2014",0,1
"3606","3/8/2014",0,-1
"3608","3/1/2014",1,0
"3610","3/1/2014",2,0
"3611","3/1/2014",-1,-2
"3613","3/1/2014",0,1
"3616","2/22/2014",-1,2
"3618","2/22/2014",1,-5
"3619","2/22/2014",3,-1
"3620","2/22/2014",1,0
"3622","2/22/2014",1,1
"3624","2/22/2014",0,-1
"3625","2/22/2014",1,0
"3627","2/15/2014",5,1
"3628","2/15/2014",1,-1
"3629","2/15/2014",1,2
"3630","2/15/2014",-1,1
"3631","2/15/2014",0,4
"3632","2/15/2014",1,0
"3633","2/15/2014",0,1
"3634","2/15/2014",1,2
"3635","2/15/2014",1,0
"3636","2/15/2014",1,0
"3637","2/15/2014",0,1
"3639","2/1/2014",1,-2
"3640","2/1/2014",0,-1
"3641","2/1/2014",-2,-8
"3642","2/1/2014",-2,0
"3643","2/1/2014",1,-1
"3644","2/1/2014",-1,0
"3645","2/1/2014",1,0
"3646","2/1/2014",-1,1
"3648","2/1/2014",2,0
"3651","1/25/2014",-2,0
"3652","1/25/2014",-5,-4
"3653","1/25/2014",2,2
"3654","1/25/2014",3,0
"3655","1/25/2014",0,1
"3656","1/25/2014",1,0
"3657","1/25/2014",1,0
"3658","1/25/2014",1,-1
"3661","1/15/2014",-2,0
"3662","1/15/2014",1,0
"3663","1/15/2014",1,1
"3664","1/15/2014",2,-1
"3665","1/15/2014",0,1
"3666","1/15/2014",-1,6
"3667","1/15/2014",1,-1
"3673","1/4/2014",-2,0
"3677","1/4/2014",1,0
"3681","1/4/2014",0,1
"3683","12/28/2013",-9,-1
"3684","12/28/2013",0,1
"3686","12/28/2013",2,3
"3687","12/28/2013",0,1
"3688","12/28/2013",-7,-2
"3689","12/28/2013",1,-4
"3690","12/28/2013",1,0
"3692","12/28/2013",1,0
"3693","12/14/2013",-3,1
"3694","12/14/2013",-2,2
"3695","12/14/2013",3,-1
"3696","12/14/2013",1,5
"3697","12/14/2013",0,-2
"3698","12/14/2013",3,0
"3699","12/14/2013",1,1
"3700","12/14/2013",-1,-1
"3701","12/14/2013",1,-2
"3702","12/14/2013",1,0
"3703","12/14/2013",0,-1
"3704","12/6/2013",2,0
"3705","12/6/2013",1,-1
"3706","12/6/2013",-3,0
"3707","12/6/2013",-1,0
"3709","12/6/2013",1,0
"3714","11/30/2013",0,8
"3720","11/30/2013",0,-1
"3724","11/16/2013",0,2
"3725","11/16/2013",5,-2
"3726","11/16/2013",2,-1
"3727","11/16/2013",-5,-3
"3728","11/16/2013",1,0
"3729","11/16/2013",0,1
"3730","11/16/2013",-2,-1
"3731","11/16/2013",1,1
"3732","11/16/2013",1,1
"3733","11/16/2013",0,1
"3735","11/16/2013",-1,0
"3736","11/9/2013",9,2
"3738","11/9/2013",-2,-1
"3739","11/9/2013",0,-1
"3741","11/9/2013",3,-1
"3742","11/9/2013",1,0
"3743","11/9/2013",-1,0
"3744","11/9/2013",1,2
"3745","11/9/2013",-1,0
"3747","11/6/2013",0,-1
"3748","11/6/2013",-1,0
"3749","11/6/2013",1,0
"3750","11/6/2013",2,-1
"3751","11/6/2013",0,2
"3753","11/6/2013",-1,0
"3754","11/6/2013",-1,0
"3755","11/6/2013",1,0
"3756","11/6/2013",-1,-1
"3757","11/6/2013",1,2
"3759","10/26/2013",0,1
"3760","10/26/2013",1,0
"3762","10/26/2013",-4,0
"3763","10/26/2013",2,0
"3764","10/26/2013",0,-1
"3765","10/26/2013",-1,0
"3767","10/26/2013",1,6
"3768","10/26/2013",0,1
"3769","10/26/2013",-1,0
"3771","10/19/2013",-6,0
"3772","10/19/2013",-5,0
"3773","10/19/2013",3,4
"3774","10/19/2013",2,0
"3775","10/19/2013",2,-2
"3776","10/19/2013",-3,-2
"3777","10/19/2013",-1,-4
"3778","10/19/2013",0,-3
"3779","10/19/2013",2,-1
"3781","10/19/2013",0,-1
"3782","10/9/2013",-1,-6
"3783","10/9/2013",0,-2
"3784","10/9/2013",1,0
"3785","10/9/2013",-1,0
"3786","10/9/2013",-3,4
"3787","10/9/2013",-1,0
"3788","10/9/2013",0,-1
"3792","9/21/2013",1,3
"3793","9/21/2013",-1,2
"3794","9/21/2013",-2,0
"3795","9/21/2013",-2,2
"3796","9/21/2013",1,1
"3797","9/21/2013",1,1
"3798","9/21/2013",-1,-2
"3799","9/21/2013",1,0
"3801","9/21/2013",1,0
"3803","9/21/2013",0,-1
"3805","9/4/2013",-2,1
"3806","9/4/2013",-5,1
"3807","9/4/2013",2,0
"3808","9/4/2013",-1,-2
"3810","9/4/2013",-1,0
"3811","9/4/2013",-1,0
"3812","9/4/2013",1,0
"3816","8/31/2013",2,0
"3817","8/31/2013",0,-7
"3818","8/31/2013",2,-4
"3819","8/31/2013",-3,-1
"3820","8/31/2013",-1,3
"3821","8/31/2013",0,3
"3822","8/31/2013",0,-1
"3823","8/31/2013",1,0
"3827","8/31/2013",-1,0
"3828","8/28/2013",1,-5
"3829","8/28/2013",-1,0
"3830","8/28/2013",-1,0
"3831","8/28/2013",-1,2
"3832","8/28/2013",-1,-1
"3833","8/28/2013",1,-1
"3834","8/28/2013",1,0
"3835","8/28/2013",0,-1
"3836","8/28/2013",2,0
"3837","8/28/2013",0,-1
"3838","8/28/2013",-1,0
"3839","8/17/2013",-5,1
"3840","8/17/2013",2,1
"3841","8/17/2013",-1,3
"3842","8/17/2013",4,-1
"3843","8/17/2013",2,0
"3844","8/17/2013",0,-7
"3845","8/17/2013",1,-1
"3847","8/17/2013",0,1
"3848","8/17/2013",0,-1
"3849","8/17/2013",-1,-4
"3850","8/17/2013",-1,0
"3851","8/17/2013",-1,0
"3852","8/3/2013",0,-2
"3853","8/3/2013",-4,2
"3855","8/3/2013",-1,3
"3856","8/3/2013",1,0
"3857","8/3/2013",1,1
"3859","8/3/2013",0,1
"3861","8/3/2013",0,1
"3864","7/27/2013",-1,-1
"3865","7/27/2013",-3,1
"3866","7/27/2013",3,0
"3868","7/27/2013",0,-2
"3870","7/27/2013",6,-2
"3871","7/27/2013",-4,-2
"3872","7/27/2013",2,4
"3875","7/27/2013",-1,0
"3876","7/6/2013",-10,-1
"3877","7/6/2013",2,-3
